TrialNumber	stim0	stim1	stim2	stim3	stim.probe	ttl.stims	corr.num	trial.type	stim.corr	block	match	Subject	stim.pos0	stim.pos1	stim.pos2	stim.pos3	ran	resp	RT
20	N	A	N	B	N	8	2	shapes	N	0	True	6	(4.0319331474000784, -2.329764609068274)	(-0.55945291754268034, -4.8298491279774067)	(1.7072051825527161, 1.5727041540524542)	(6.117159129765307, -7.6689688223794041)	1.0	slash	1.31241
21	M	B	A	B	M	4	2	shapes	A	0	False	6	(6.4251652797197991, 0.10160556723364245)	(-0.44762507027150455, 3.5509689597990111)	(4.9269816975755401, -5.1773402422393655)	(-7.9338505597639353, -6.1740109672716477)	1.0	slash	0.971968
22	M	B	A	A	N	8	2	shapes	A	0	False	6	(-2.0666436090066291, 2.03810649640495)	(7.5049974760946263, 6.6191945468831683)	(1.9544451180557942, 6.183959064831491)	(-7.8818587418259041, -6.2190473220543119)	1.0	slash	0.997752
23	M	B	N	M	B	4	3	shapes	M	0	False	6	(-6.8675816496426751, -5.940693807031483)	(5.1961535126609135, -2.9834645960733104)	(-5.6361521992283805, 8.2194992128716997)	(5.6677340544339447, 1.9842923203595753)	1.0	slash	0.75937
24	N	A	B	A	B	8	6	shapes	B	0	True	6	(-5.5016397356714712, 0.57079184413026596)	(0.63041901978629866, -1.3457437131624994)	(8.1859314296489529, 0.47324753987774137)	(0.62530698427289622, 4.2913186382203872)	1.0	slash	0.732916
25	N	B	A	M	B	4	1	shapes	B	0	True	6	(-7.9756387535502942, 6.1554011753330187)	(-8.1017003676691139, -4.1075360282046676)	(1.2559360201450112, -3.2130261883670643)	(4.4410307827394746, 6.4642879067956063)	1.0	z	0.97261
26	N	A	A	B	N	4	1	shapes	A	0	False	6	(6.6143381069337401, -3.1414795141752903)	(-1.4585755576472801, 7.8574098368108096)	(0.74165488946414193, 1.3569552292485074)	(-7.949541129838515, -0.3871305684366888)	1.0	slash	1.09227
27	N	B	A	N	A	8	2	shapes	A	0	True	6	(1.675384740225482, 8.2783225885064624)	(4.2470979177585253, -0.48940152225562095)	(-2.0586870925211569, 5.0391178635671903)	(-6.8123596084806008, 4.8194061389382661)	1.0	slash	0.894051
28	M	B	M	M	N	4	0	shapes	M	0	False	6	(-7.2337045386744947, -4.370637067329878)	(6.1444157590100392, 3.7006589236342222)	(5.2170915185669191, -4.5712702419115896)	(-4.3644758918214679, 8.3782422191784107)	1.0	slash	2.90171
29	M	A	M	M	A	4	2	shapes	M	0	False	6	(7.1938067627647051, 0.54247616153656786)	(-1.4602251775845616, -5.9271659283641869)	(7.3914104483741134, -8.440452966771085)	(-0.64283031587127937, 4.4299278029001048)	1.0	slash	1.01917
30	M	B	N	N	B	4	1	shapes	B	0	True	6	(-1.542392237231363, 6.2698039365163609)	(2.6905998090889209, -5.1861128994247343)	(4.872000934802589, 5.0169905903047223)	(-5.060739465965904, -7.8323103560134335)	1.0	z	0.936662
31	M	A	A	N	A	4	1	shapes	A	0	True	6	(-6.5561729253939003, -5.7558541629958508)	(6.1155257105645866, -0.91295781522984143)	(-7.5159525838024743, 8.2808566715658394)	(1.9050332957498366, 2.0041558835324924)	1.0	z	0.944414
32	M	A	A	N	N	8	4	shapes	A	0	False	6	(0.32011541513170627, 4.696499349778982)	(-4.2353568971738875, 6.1651766803317258)	(1.38636816858617, -3.8814850863108123)	(-8.7392775443659065, -4.0752395838290898)	1.0	slash	1.02403
1	P	D	D	D	C	8	2	shapes	D	1	False	6	(-3.5212367272502956, 8.5057137649342813)	(3.4840590113403884, 5.8896233254898984)	(8.1158822063248017, -3.7299761777092)	(-5.3131808563566629, 0.45362108724045314)	1.0	slash	1.8677
2	O	D	D	D	P	4	1	shapes	D	1	False	6	(-1.3052504533362779, -4.5011968361427481)	(-6.6867373846717211, 3.8865351940375756)	(2.2997458224540051, 2.2900447383399083)	(5.1047534133791856, -7.2779669563066207)	1.0	slash	0.767237
3	O	D	C	O	D	4	2	shapes	C	1	False	6	(6.402347856266454, 8.0521833259243749)	(-7.5632756311297076, -2.8412515442625397)	(1.85842096089908, -2.3497083077586751)	(-7.122276396696261, 2.5494727560951667)	1.0	slash	0.840937
4	P	C	P	O	C	4	1	shapes	C	1	True	6	(7.4276530576637647, -5.9863204526378038)	(-7.2954345655715365, -3.0335121859610066)	(2.7780789380135538, 6.4284700306192555)	(-4.1019776568153379, 4.7499312784874146)	1.0	slash	0.906578
5	P	D	D	O	O	8	1	shapes	D	1	False	6	(1.9203901370301892, 0.98970953663429562)	(-2.4534121531855817, 3.3836982906608188)	(-8.3316236354661708, 1.1190001705299171)	(-1.0565029355435591, -4.9351757125440088)	1.0	slash	0.626151
6	P	D	O	C	O	4	2	shapes	O	1	True	6	(-3.1871543312681725, 6.918887754924933)	(2.7124762886177223, 6.8622931621279637)	(-3.5876357886397532, -7.7940593612920077)	(0.0032842990709252007, -2.5412261409374226)	1.0	z	1.09595
7	P	D	O	C	D	8	7	shapes	O	1	False	6	(6.8223735605780256, -4.0068868470285128)	(-7.8449058258607627, -4.6349971841973838)	(0.73622842955416168, -5.9625397728007545)	(6.0938628664196344, 2.6305536611439795)	1.0	slash	1.63339
8	O	D	O	P	D	8	1	shapes	D	1	True	6	(-7.7011320949034836, 7.3861814041282621)	(-4.1742121031665578, 3.2094176112798802)	(6.3823633962657986, 7.8320192592180042)	(-3.0569426387011136, -5.9674369992513459)	1.0	z	1.343
9	P	D	C	D	D	4	1	shapes	D	1	True	6	(-3.5800707823166604, 3.8477604155243057)	(-4.7679439555487821, -4.6556338578488932)	(0.22785501949995535, 1.0492103216404107)	(2.6679236778191182, -3.1865125252532369)	1.0	z	1.83675
10	O	D	C	P	P	8	3	shapes	P	1	True	6	(-5.9707909905251455, 5.7222133886969289)	(-5.767961635855122, -4.4143971039150092)	(-1.6072472639494233, 1.916669204299513)	(0.35668044550765288, -5.0422975965425412)	1.0	slash	1.28225
11	P	C	P	P	D	8	6	shapes	O	1	False	6	(-8.5567254378977076, -5.4290944824368381)	(4.8851828269341038, 1.8876081250147418)	(6.9967069114163571, -4.688803010506013)	(-4.4898086732508453, 0.74597293757998528)	1.0	z	1.05322
12	P	D	D	P	P	4	3	shapes	P	1	True	6	(7.2090897411039343, 1.2000791181694979)	(-4.3660452826829621, -6.4185865858626876)	(2.6724107839236844, -0.55534552513791269)	(-7.1414767903130407, 8.4446774723768101)	1.0	z	1.06149
13	O	C	P	P	P	4	2	shapes	P	1	True	6	(2.6973000603436237, 6.1769304038614745)	(0.19072045613058464, -1.386878727011295)	(-4.026051334880572, 8.0557906698206239)	(-8.2348558247189754, -4.0222408812924053)	1.0	z	0.771262
14	O	D	O	P	O	4	2	shapes	O	1	True	6	(-6.6461615335663167, -7.6768600267230811)	(4.0678763909857114, 2.2031705462237809)	(5.0044179728700104, -6.426845486333491)	(-5.8580641640583604, 7.9863267469408612)	1.0	z	0.714797
15	O	C	C	O	O	4	0	shapes	O	1	True	6	(-3.1296716508297067, 1.245188027067929)	(6.433987097825181, -4.9884308047356187)	(8.6575824292302705, 8.0261185711115743)	(-2.7765292654181435, -5.2917487063386233)	1.0	z	1.27048
16	P	D	D	D	P	8	0	shapes	P	1	True	6	(-3.6492275975026276, 7.6675325314200506)	(2.0324519975556612, -5.3912972196532953)	(-5.0616208998377825, 1.3389226418169198)	(-7.3352543942390191, -5.6135271307500156)	1.0	z	0.828003
17	P	C	C	C	D	4	3	shapes	C	1	False	6	(2.8762325353843998, -5.4650812131034856)	(7.3296939830048089, 3.9366173377907607)	(-7.5348631360465088, -2.2358452263267417)	(-0.22591006788800527, 4.1097491464847096)	1.0	z	0.725691
18	O	D	C	O	O	8	6	shapes	C	1	False	6	(-4.8105467233495629, 0.55158119468345568)	(7.0715420604627752, -1.043917719649631)	(4.395748734644938, -6.7344740219573005)	(-8.1522463250342092, -5.1020961620989675)	1.0	slash	1.04929
19	O	C	O	O	C	4	2	shapes	O	1	False	6	(0.4614247050296445, -1.4979676882612685)	(-5.8294202052702158, 4.0670279925627089)	(-3.4460086631358626, -3.6856529026949181)	(1.6932297461481909, 8.6436824639097694)	1.0	slash	2.32876
20	P	D	O	P	P	8	0	shapes	P	1	True	6	(8.7380665136527007, -8.2864502558828796)	(-6.0842858443217747, 1.2979024134310979)	(-1.7811939238079875, 4.0435626427863998)	(-1.6862040556795641, -3.554873437502736)	1.0	z	1.05249
21	O	C	C	P	O	4	3	shapes	P	1	False	6	(-4.9698636346486529, -1.4461656524356963)	(-5.2056213438069987, 3.2731573500724576)	(4.7978504381841454, 0.60127370873064301)	(7.4078500343984786, -8.0656073778336506)	1.0	z	0.844086
22	P	C	D	O	O	8	7	shapes	O	1	True	6	(6.2221246517567952, 8.0886475091478687)	(7.9317249128947935, 3.2370378083210767)	(0.79955660168382003, -4.122659373098303)	(-2.0133017271667644, 0.81521703288204783)	1.0	z	0.863816
23	P	C	P	D	D	8	5	shapes	O	1	False	6	(7.8317531013585828, 7.6736942070141616)	(-7.273066282432203, -3.0271896045476838)	(-5.4337543986294694, -6.9820963943560752)	(-1.2772404476644432, 3.1293847644328956)	1.0	slash	0.759322
24	P	D	O	C	P	4	0	shapes	P	1	True	6	(-2.5349930186642382, -3.5349073114300849)	(3.949309798562231, -8.7373574520406585)	(0.53438172727365796, 8.4698661541951275)	(-4.712322437365013, 2.4977563790747759)	1.0	z	1.121
25	O	C	D	O	P	4	3	shapes	O	1	False	6	(5.3907337021062141, 3.0750367397179073)	(-3.4246105693370597, 7.6784685681668741)	(-2.9272909538342464, -3.7964449929635826)	(4.1924521538066539, -2.6235790926009726)	1.0	z	1.31471
26	O	D	C	O	P	8	7	shapes	D	1	False	6	(1.639350468864718, 7.9363816971162215)	(6.8550518957480726, 7.1130374640091727)	(-2.4727293795667791, 7.2001180850531412)	(-7.4950924669722481, -5.9137508012497761)	1.0	slash	0.896394
27	P	D	P	C	D	8	6	shapes	D	1	True	6	(2.9574314426121209, 3.8064433184655524)	(-5.4210298294597132, -1.5298711111738275)	(7.9175458303845332, -7.2135989964188418)	(-2.319651075611433, -5.4381547193137081)	1.0	slash	0.73802
28	P	C	D	P	D	4	1	shapes	C	1	False	6	(-3.4396974763998855, 5.9978031972565375)	(-5.5364572404266612, -5.1201868827797501)	(8.5460383776793982, 2.7617510557059983)	(2.1663152009263733, -8.3295864608495691)	1.0	z	0.751737
29	P	C	O	P	C	8	7	shapes	C	1	True	6	(-1.9249808193936122, -4.38018274128153)	(0.92844080233419923, 3.4149155361946821)	(-4.746554788057832, 2.4495304879245339)	(-7.3187180397495446, 6.266821882580107)	1.0	slash	0.925288
30	O	D	P	C	O	4	1	shapes	D	1	False	6	(-5.8475728155365472, 7.9811503990248092)	(-5.3768257071972005, -2.0340828605634318)	(0.16658240706743577, -7.759152372361986)	(7.6310245246756914, 4.1231782964016972)	1.0	slash	1.22305
31	O	D	D	O	C	8	2	shapes	D	1	False	6	(5.1108543025162909, -6.1935206726995595)	(-7.7337159658798571, -2.8000887800778793)	(0.32516948510799715, 0.11718659431990375)	(7.2025999049008238, 4.5199301507912999)	1.0	slash	0.958691
32	P	D	C	D	D	8	3	shapes	D	1	True	6	(-3.0640703638340412, 6.9491640227175093)	(1.4464926487152407, -3.365126490731857)	(5.3605991917271609, 7.1737065374690214)	(-3.2767471936191752, 2.856454958693341)	1.0	slash	0.820362
1	R	E	Q	E	F	4	1	shapes	E	2	False	6	(-5.0494438083772861, 3.6898638390232961)	(4.7534790901938617, -0.56360748162763841)	(7.7296284459152957, 6.8088749145342113)	(-2.009836690822306, -0.050308783975228977)	1.0	z	1.05996
2	Q	E	Q	E	E	4	1	shapes	E	2	True	6	(5.3105585424721244, 0.45451860764544882)	(-5.1588919048615054, 7.3093481099783375)	(-5.3735718660280529, -5.7939593609438589)	(8.150998993398062, -3.1175182194109139)	1.0	slash	1.66558
3	Q	E	Q	E	R	8	3	shapes	E	2	False	6	(-1.1668656404621105, 8.3563328553283078)	(5.4387656327060618, 6.2233025415495238)	(-1.0441529369335241, -8.333538574282974)	(3.3815618885539749, -2.3430027124504553)	1.0	slash	0.897155
4	Q	F	E	F	Q	8	7	shapes	F	2	False	6	(0.90810862722920049, -5.7770861888707934)	(-1.7736317558205741, 2.3205309042968629)	(5.3404298139904895, 2.7696441920992001)	(8.6562943888943309, -4.0681118693455538)	1.0	slash	0.714725
5	R	F	F	E	F	8	5	shapes	F	2	True	6	(7.0560991206631662, 4.2082071561593448)	(2.0673603621404677, -7.3950856882922036)	(8.3395127111781946, -0.90011168415834142)	(-4.3869890794755282, -7.0999684746221465)	1.0	z	0.762517
6	Q	E	R	R	Q	8	5	shapes	Q	2	True	6	(-4.3492202328287553, -1.2715173601780254)	(-2.1722462492821943, 4.7998007430598459)	(4.3183604880197315, 4.0188386520969601)	(2.4118434024604536, -8.4419466111932504)	1.0	z	0.814033
7	R	E	F	F	E	4	2	shapes	F	2	False	6	(-1.3842971393775345, -0.30545692079996734)	(3.969305856092884, -1.3390450384230883)	(-1.7442059605467728, 4.1746670080488819)	(8.191423293047432, 1.7982995063467033)	1.0	z	0.773711
8	Q	F	R	E	Q	4	2	shapes	R	2	False	6	(0.60841593314823328, -0.5652981415427476)	(-8.2451660619661808, 8.1638633136133052)	(5.1502352491441137, 0.057012493680426601)	(-5.8816856756225651, -4.3905825464757706)	1.0	z	0.693336
9	R	E	R	F	F	4	3	shapes	F	2	True	6	(-0.2024289728504769, 1.1808435398199286)	(-6.5209098347798484, -0.10346410027415764)	(0.2612565379261067, -5.2421905974275491)	(2.2869612106427848, 8.2030309521695486)	1.0	z	1.08512
10	Q	E	F	Q	Q	4	3	shapes	Q	2	True	6	(6.9010082518922129, 2.4506622054044982)	(-5.3662387491773682, 7.2539960183935683)	(-0.92727934557125202, -0.13257298849030263)	(0.58927397753696731, -7.1926828146285917)	1.0	z	0.710532
11	Q	E	R	R	R	4	2	shapes	R	2	True	6	(-6.1748861498253493, -6.9353107249115675)	(-7.3374952259155881, 3.8966016370310825)	(7.2578851537706974, -3.6881954742510068)	(0.83926199673672741, 1.5012875898928861)	1.0	z	0.786406
12	R	F	F	E	Q	8	4	shapes	F	2	False	6	(-1.7097053746461404, -5.6773111983423643)	(3.1254944297832932, 0.57649606059143821)	(-4.2616409579122374, 1.5769769195565324)	(-6.6943297001646629, -5.3737940952274625)	1.0	z	0.873977
13	R	E	F	E	R	8	3	shapes	E	2	False	6	(-6.7790956026414886, -6.7163681933739845)	(2.824328620849311, 0.51727030901331261)	(-7.1141943711586064, -0.57488548213391333)	(5.7249142467884706, -3.5655324625646383)	1.0	slash	1.15948
14	Q	E	E	E	F	4	3	shapes	E	2	False	6	(1.3022194258064967, 8.1341992591175902)	(-6.4696401501101235, 3.5015067123014916)	(4.1580769204760362, -7.9321848766226726)	(-3.786156027195104, -3.038479784878648)	1.0	z	1.20126
15	R	E	F	Q	R	8	5	shapes	R	2	True	6	(-6.9745014911098409, 3.7646493982027618)	(8.1803502813157323, -8.0555852454709029)	(-5.9884520110150872, -4.2806183349343652)	(-3.6187074776109798, 0.64792954405587722)	1.0	z	0.670801
16	Q	F	F	Q	E	4	1	shapes	F	2	False	6	(6.2962867017662489, 2.2563561920545858)	(-3.591515162459701, 8.6471959315684899)	(7.407149805322284, -3.8903425372391753)	(-2.0310257472336017, -6.2655770200301451)	1.0	z	0.706619
17	Q	E	Q	R	R	8	2	shapes	Q	2	False	6	(7.5715530359955352, -4.8461408344519183)	(0.27327546532155367, 4.7903535582949566)	(4.501225507909826, 2.3326387400894575)	(-3.9176688590787503, -0.96986050199397766)	1.0	slash	1.16208
18	R	E	E	R	E	8	7	shapes	F	2	False	6	(6.3544763331625518, 4.6459795162071007)	(4.494674726627311, -0.45366710242487684)	(-3.5530639006686142, -2.2740111407494927)	(8.5953345618543793, -4.0816204120183013)	1.0	slash	1.01585
19	Q	E	Q	F	Q	8	2	shapes	Q	2	True	6	(8.3259947127798846, -7.7305511844444679)	(-4.9087821527312894, 3.7079112145604398)	(-3.5273001212289063, -2.5373803822647272)	(6.7214052036662153, -3.6299077286452999)	1.0	z	0.753481
20	Q	F	Q	Q	E	4	2	shapes	Q	2	False	6	(7.2446756574146107, 7.3460081124137417)	(8.5633654505327108, -2.841901137822501)	(-0.94096861260093867, 6.2461299989580787)	(-0.39298577591913464, -8.6227556002713523)	1.0	slash	0.629211
21	R	F	R	E	R	4	0	shapes	R	2	True	6	(-7.1722151876801474, 0.80490299753461869)	(3.4440858919697366, -1.5836848432788528)	(-4.5189308625411488, -3.6429682450465011)	(7.3546812813007953, 6.9712205787748438)	1.0	z	0.888653
22	Q	E	F	Q	E	8	1	shapes	E	2	True	6	(3.419817007263255, 1.1742477938016513)	(-7.6710372591819942, 0.68531767808819666)	(4.6085126444124622, -5.216675098608099)	(-2.1698632229332828, -7.5724224053884495)	1.0	slash	0.972407
23	R	F	F	Q	Q	4	3	shapes	Q	2	True	6	(7.0003941858022412, -2.5135722340926296)	(5.6270207866176563, 2.1118107494380567)	(-2.9668406226504986, 3.7909664073048823)	(-4.8709432890386246, -8.5095137529323015)	1.0	z	0.748243
24	Q	E	R	E	R	4	3	shapes	E	2	False	6	(7.9129748859284383, -2.636773923650888)	(-7.3952460189542153, 4.462709635032418)	(-3.0016587172165883, -2.976210379661631)	(1.6004269456890245, 3.043428673327611)	1.0	slash	0.807762
25	Q	E	Q	R	R	4	0	shapes	Q	2	False	6	(-2.6912243909008131, -3.1850973714780384)	(0.34779934221397824, -0.51468683505999024)	(-1.0853192288168483, 3.9034924177188035)	(4.1375523761705111, 5.3118036394046584)	1.0	slash	0.809358
26	R	F	Q	Q	R	8	0	shapes	R	2	True	6	(-6.3104608390247643, 0.96169222610915917)	(6.46503081897073, 2.7307896484653522)	(-5.7688833749681274, 6.5136497638778827)	(3.2210721724733382, -0.40695609577445957)	1.0	z	0.684945
27	Q	F	E	Q	F	8	1	shapes	F	2	True	6	(2.8119984477157054, 2.742616055104385)	(7.6192125235525552, 7.1391973618691189)	(-1.8313338690716936, -3.8037371498103099)	(-0.13641986051052868, 6.6009375711241134)	1.0	z	0.952655
28	R	F	E	E	R	8	1	shapes	F	2	False	6	(1.1808368024200977, 5.8574645998969093)	(-4.5372819299322762, -4.088339846179915)	(6.7346120833544596, 2.7833128692768607)	(4.9750519040459871, -6.5370956562037117)	1.0	z	1.08623
29	R	F	R	F	F	8	4	shapes	R	2	False	6	(-3.865665890728943, -4.9557813331102487)	(-5.5674457510639206, 6.7854387280199742)	(5.5896347092183003, -6.7643003353433322)	(-6.2962832533122395, -8.5909165750236891)	1.0	slash	0.794064
30	R	E	Q	E	E	8	4	shapes	E	2	True	6	(-5.3564419961962226, 2.2335515772918484)	(-2.0229734425088672, 7.1808047550785545)	(-2.1688473844905038, -1.254551383218411)	(2.3297462007499217, 2.239610789061345)	1.0	z	0.831669
31	R	F	Q	F	Q	4	2	shapes	Q	2	True	6	(-6.5493486269634236, -4.6619956198800754)	(-7.6631036279250191, 2.6875491202828456)	(0.66239828165935322, 3.6003502856528673)	(4.9479984231686718, -1.1083133500966831)	1.0	z	0.771348
32	R	E	F	Q	R	4	0	shapes	R	2	True	6	(0.68208075271557611, -7.4831369592318895)	(-7.456749180125974, -0.9516017832434045)	(1.3904905410848691, 8.3159727291370054)	(-2.501911194466345, 6.7767877492599915)	1.0	z	0.674975
1	M	B	A	A	B	8	0	shapes	M	3	False	6	(0.022919139728745819, -0.49568472866323177)	(6.1452396566004666, 3.4287563708031161)	(6.0253444519760304, -3.5736622642612277)	(-4.3567934438453966, 4.4937616784684558)	1.0	z	0.59277
2	N	A	N	M	M	8	2	shapes	N	3	False	6	(1.6410485254479887, 6.6667086343056265)	(5.9554052216537503, -2.2920735570687372)	(-5.4271117332599861, 0.80284260153064579)	(-7.5581969118050125, -6.7529813262187837)	1.0	z	0.918141
3	N	B	N	B	N	4	0	shapes	N	3	True	6	(4.369383936150312, -2.6488116748826025)	(0.141772071473655, 2.9728395598233242)	(-5.5690733142238473, 4.1220718266833103)	(-1.2021538137118997, -2.1286649139463076)	1.0	z	0.871932
4	N	B	A	A	A	8	2	shapes	A	3	True	6	(-3.3481090869168701, -7.3759644053154467)	(6.6784445782465784, 2.1635208090160081)	(7.3714565584063365, 7.0423081836076999)	(6.9386478700439405, -7.9373075556045167)	1.0	z	0.757601
5	M	B	B	A	B	4	1	shapes	B	3	True	6	(-6.9275045690802441, 1.8655988395197269)	(3.3568593750200897, -7.0035109497339878)	(4.862195347112074, 0.22662076941464093)	(-0.26696530920809103, -1.9017700267472346)	1.0	slash	0.727205
6	N	A	N	A	M	8	5	shapes	M	3	True	6	(4.711869344778842, -6.725401081741416)	(-0.65547705725375494, -1.5012070784688554)	(4.2051951718930063, 1.0056538114434339)	(-0.76561197171039641, 5.6759938586920011)	1.0	z	0.624752
