TrialNumber	stim0	stim1	stim2	stim3	stim.probe	ttl.stims	corr.num	trial.type	stim.corr	block	match	Subject	stim.pos0	stim.pos1	stim.pos2	stim.pos3	ran	resp	RT
8	N	A	N	A	M	4	0	shapes	N	0	False	24	(4.2528553532575035, 3.1066002073215628)	(0.80948643918394581, -6.7118623465892746)	(-3.5649415231793338, 6.0361681339646669)	(-5.7953659221450096, -5.6095101564392458)	1.0	slash	1.04461
9	N	B	N	A	N	8	0	shapes	N	0	True	24	(-0.10892805683896611, -4.9416000766150425)	(0.34853275994986355, 2.0426536458437177)	(-4.1585085792538496, 4.3719293131563663)	(-0.35131093612921838, 8.1643970867741693)	1.0	z	1.1202
10	N	A	A	B	A	8	1	shapes	A	0	True	24	(-6.7249839449066586, 8.3845484658644054)	(6.47730929858945, 5.9903180868200483)	(-2.1215183594019598, 4.5292077519068261)	(5.782512158988526, -5.3524534108390558)	1.0	slash	1.49388
11	M	A	M	N	A	4	1	shapes	A	0	True	24	(-0.13736594322230644, 5.867583015488238)	(5.5943297304543069, 5.1882544056984248)	(-3.4303423752179096, -7.0664980891326392)	(4.2560599133480412, -7.2945987917424837)	1.0	z	0.821631
12	N	B	A	M	B	4	2	shapes	A	0	False	24	(7.3290656536804377, 6.2121654771337003)	(0.12804025027687871, -8.6871432543522999)	(-4.916567480561886, 1.952481003634972)	(-5.0688733764599494, -4.9187852568220478)	1.0	z	1.04303
13	N	B	N	B	B	4	3	shapes	B	0	True	24	(-0.35979015139903936, 3.515292513268955)	(1.9975495670200996, 7.8490250514947064)	(-5.6327554896266694, -5.5956515125192672)	(3.5972859062023357, -2.7481193913959814)	1.0	z	1.26873
14	M	A	A	B	N	4	2	shapes	A	0	False	24	(-5.497384740034672, -6.9385682727355507)	(-5.6984799469795089, 6.4170783840911643)	(1.2194493183442834, -0.081778197762330862)	(5.0648576304480137, 8.1809466217237663)	1.0	slash	0.856404
15	M	B	N	A	A	4	0	shapes	M	0	False	24	(-5.0326851698988282, 6.3219059097312229)	(4.6729371437281984, -8.4267485556436377)	(0.61528307618490352, 6.993308905054505)	(-3.9780296976983722, -4.8835000402071476)	1.0	z	1.112
16	N	A	B	A	N	8	1	shapes	A	0	False	24	(-5.4134013955301068, 2.0621462105252206)	(-7.052824996155314, 6.475582498713397)	(5.6507305839738127, -0.62622946836948579)	(2.2010701179873671, -8.0885448358130976)	1.0	slash	0.997641
17	M	A	B	A	M	8	6	shapes	B	0	False	24	(0.71305982422742709, 4.7937301608651222)	(6.339993482460315, -1.1015220285360448)	(-7.8159332609730976, 3.4957959634444311)	(-2.4315453663852855, -3.6460773420243564)	1.0	slash	1.02743
18	N	B	N	B	N	8	5	shapes	N	0	True	24	(4.721143729855088, 4.7233575339764826)	(4.046069818337326, -6.3433859505320864)	(-6.629849699803259, -3.947170186052305)	(0.14385281725360599, -1.3172345040214406)	1.0	slash	1.30685
19	M	A	A	N	M	8	0	shapes	M	0	True	24	(8.5836444195226136, 6.0567917389602268)	(-0.49917438473613984, -5.6772018501817989)	(-6.2297354783051402, 5.2894923361826525)	(1.4417685342870588, 6.9899034602049586)	1.0	z	1.05046
20	N	B	M	M	A	4	1	shapes	B	0	False	24	(-6.1903280455610421, -0.077052690342096497)	(2.7818625503253518, 6.2864462637870346)	(-1.9857599993758388, 6.0636825305477551)	(0.32053179938990084, -1.5295490975035255)	1.0	slash	0.690144
21	M	A	N	M	B	8	7	shapes	N	0	False	24	(-0.42933792893149914, -6.3400928055084167)	(-6.1738141463898391, 4.0320549440399862)	(-5.1276496216517398, -6.0845022284909014)	(-0.028700691891465624, 3.3286085660569711)	1.0	z	1.46987
22	N	A	A	A	B	4	2	shapes	A	0	False	24	(8.7118151801970889, -0.34337605467210786)	(3.6743974621267412, 0.82809989589567401)	(-8.1352086108796549, 7.8868001898821483)	(-1.7597157840348698, -3.0553718950382454)	1.0	slash	1.90541
23	N	B	A	N	M	4	0	shapes	N	0	False	24	(-2.1722264302762868, 7.2845436745773)	(0.49648861045652914, -1.4827256040787544)	(1.7955125951250466, 3.2578489161168598)	(-4.7033684602218981, -4.5506079481615043)	1.0	slash	0.671029
24	N	B	M	B	A	8	5	shapes	A	0	True	24	(-0.85393362922943883, 8.1206810283842188)	(-6.0970713060487638, -7.1245164623707229)	(-1.9595483411927157, -5.7028869859336044)	(-7.4392153354874875, 8.2292047566454762)	1.0	z	0.704678
25	M	B	B	N	B	8	7	shapes	A	0	False	24	(1.4907949224934214, -6.0729767934064895)	(7.9969166934475915, 0.050003396056744975)	(-3.6656236062774044, -8.1668423397406436)	(6.0494594652439648, 6.4741378466765216)	1.0	slash	1.6003
26	N	A	N	N	N	8	6	shapes	N	0	True	24	(-4.3510997429650642, -2.2759469855832339)	(-8.6183823554544698, -6.2145385033939275)	(4.2883126216405234, 7.2811747034174914)	(-1.4285098623980685, 8.2393041385034351)	1.0	slash	1.18198
27	N	B	M	A	B	8	5	shapes	B	0	True	24	(-5.800243428193844, -7.3005682008858965)	(-8.5936397780007461, 4.7514095784948989)	(5.710890993172276, -7.3438275386077629)	(-4.6954190368502386, -1.3866233951575566)	1.0	z	1.17344
28	M	B	M	N	M	4	2	shapes	M	0	True	24	(-3.9418945207354525, 3.0168820961173246)	(2.3184801663492713, -3.1998543125738887)	(-2.716781446400379, -2.4638507954648041)	(5.0063121003187021, 1.6830283804306401)	1.0	z	1.46107
29	M	A	A	B	B	4	3	shapes	B	0	True	24	(7.9120647086081917, -8.2116407630334844)	(-7.0413759186414824, 4.0877734649316455)	(-8.7439181750553399, -6.9579662609249961)	(7.9642572695755405, 8.2827489199496327)	1.0	z	0.730742
30	N	A	B	N	M	8	4	shapes	M	0	True	24	(4.9352422843811716, 8.4627100975393326)	(-6.0997304352346724, 3.0404992367362205)	(8.416847319403935, 4.5543181013043945)	(-5.3695139553982028, -8.5609015202609466)	1.0	z	0.508536
31	M	A	B	A	A	4	3	shapes	A	0	True	24	(-0.18742630348603662, -5.5970899989587277)	(3.6414028869937276, -2.1904883822740198)	(-1.6392085056756818, 1.7451989781719295)	(5.4992926178069812, 3.9781396306504053)	1.0	slash	0.961973
32	N	B	M	N	B	4	2	shapes	M	0	False	24	(-0.23586246085944218, -7.3998285616245054)	(5.7011915979100962, -5.9684644114847281)	(-3.4103095402700347, 0.79008520653647096)	(2.443720105254009, 7.4036776722411801)	1.0	z	0.633853
1	P	D	O	O	D	4	1	shapes	D	1	True	24	(-1.7007552236821484, 8.0556808629116929)	(-0.9562529180385777, -6.9465499811259859)	(6.2763016208607123, 0.36378099863901525)	(6.9631539972667529, -5.1681491575380063)	1.0	z	1.46929
2	O	C	O	C	C	4	3	shapes	C	1	True	24	(-5.7400116249217152, -0.97379860669764273)	(-8.420260859270396, 8.3556075763378495)	(1.592091084458815, 3.9306830099293499)	(7.7848730127417021, -3.8296178010862345)	1.0	z	1.53496
3	O	D	D	P	D	8	0	shapes	O	1	False	24	(-0.8500315814162871, -0.48499230055735865)	(7.2359831057750945, -5.7457193983734722)	(-8.2893576024337534, 3.3891599123819596)	(-5.361168175470115, -1.4337029979789708)	1.0	slash	0.998669
4	P	C	D	C	O	4	2	shapes	D	1	False	24	(7.392733364072626, -5.0045525419114547)	(3.2257051625147071, 0.90670359658108168)	(-4.4253755898589295, -0.36533706800564225)	(-4.7659250274721856, 4.0577204495155215)	1.0	slash	1.00027
5	P	C	P	O	O	8	7	shapes	O	1	True	24	(3.7296727607484854, -0.14179591670174929)	(7.2376930611700363, -5.9407971416560494)	(-5.7821741491953542, 6.6004427984870198)	(-5.3640382903623935, 2.5101931436274221)	1.0	z	1.23389
6	O	D	D	O	D	8	1	shapes	D	1	True	24	(2.5541355437958213, 7.5272107062834479)	(4.3088017880192666, -6.0070586618535202)	(-7.6230249483298476, -2.7066065337519536)	(4.6924830642883144, 3.1202196007599294)	1.0	z	1.16556
7	O	D	D	D	D	8	4	shapes	D	1	True	24	(-7.8628522907382337, 3.1825864460549749)	(-6.6771056176071726, -5.677677793728483)	(5.2507811532622242, 8.7081029982807756)	(0.49386902227903207, 4.8169048615487053)	1.0	slash	0.921115
8	O	D	C	P	C	8	1	shapes	D	1	False	24	(-8.3991199159011778, -1.7213051152815151)	(6.8780626830477072, 6.7174028576576656)	(-2.2622991535054888, 4.6757837057564728)	(3.162280653995289, 3.4233662984733435)	1.0	z	1.1647
9	O	D	O	C	P	4	2	shapes	O	1	False	24	(2.0082229099446867, -2.5960529771280925)	(-0.97619128215624329, -6.2664018977518658)	(5.7105423732003295, 4.3015955439974647)	(-6.4817754862232473, 6.6225934958558579)	1.0	z	0.766507
10	O	D	D	C	O	4	1	shapes	D	1	False	24	(6.3976909027708793, 6.4671534468265897)	(3.3884220562174505, -6.7183555634788314)	(-2.5774537530138684, -6.7228427021225938)	(-6.6488777925233542, 8.6221223210303002)	1.0	slash	0.752063
11	P	C	O	D	D	8	5	shapes	D	1	True	24	(0.60831171855322985, 3.5675009779871392)	(4.6362029002830543, 8.1600335629453546)	(-1.1841730439382641, -3.4561652493994641)	(5.7447037039776827, -3.7394911739693777)	1.0	z	0.781835
12	P	D	C	C	O	4	3	shapes	C	1	False	24	(-7.7288527575660648, 7.5725452617521896)	(7.8712383252402205, -7.7791684714855371)	(-3.9693708683702518, -3.1344403904755529)	(2.4759957592735109, 5.1330722003674349)	1.0	slash	0.7154
13	O	D	C	P	D	4	1	shapes	D	1	True	24	(7.1076332493463337, 5.3906575104097953)	(-3.3107750110384329, -0.66862221519675735)	(-8.358866269356378, 8.2347647004267301)	(3.1433599991700927, -5.7564784139775442)	1.0	z	0.56693
14	P	C	C	C	D	4	0	shapes	P	1	False	24	(0.57989613467369949, 2.6596644523818647)	(4.9001847590187069, -5.188372166287051)	(-3.8624458049525767, -8.2737096733425961)	(-7.3105661863619815, 6.8795459793139688)	1.0	slash	0.624801
15	O	D	O	P	O	4	0	shapes	O	1	True	24	(-0.45594346625593118, -5.8551278763179955)	(-6.9123087838657513, 3.8906825419221764)	(4.0161602453565948, -7.5996096597959761)	(8.6911428993958388, 1.8381095133751462)	1.0	z	1.46245
16	P	D	C	O	P	4	3	shapes	O	1	False	24	(-3.207293689852091, 0.082065186640274845)	(0.13416706736339279, -2.9791579597840343)	(4.4948859727081931, 4.7275686304254894)	(-3.6015453103445649, -7.5749166726699961)	1.0	z	0.764123
17	O	C	D	P	O	8	6	shapes	C	1	False	24	(-2.6276229536886486, 5.2856033710749291)	(7.114991218821924, 1.8806322606921189)	(-1.325003599625143, -0.16925696801744294)	(2.4963445148837504, 7.3930153380932637)	1.0	slash	0.967523
18	P	C	C	C	P	4	0	shapes	P	1	True	24	(-5.3312368331758604, 7.8002379019732011)	(2.7108696122797795, 7.5248278709871883)	(5.9223090504324531, -2.2365540594866875)	(-3.7004846460113576, -5.2769073753929154)	1.0	z	1.71453
19	O	D	C	D	C	8	7	shapes	C	1	True	24	(-2.3353305565762943, -4.359050307508344)	(2.8259449694708429, -1.0605222691878078)	(5.7154606436559625, 7.6454255524261647)	(-4.89873155255769, 0.87732872138620976)	1.0	z	0.734868
20	P	D	D	D	P	4	0	shapes	P	1	True	24	(-6.193230353063921, -1.1590786553299361)	(8.090232746086599, 4.5697755525927199)	(3.0307091353084381, -4.3972441523284678)	(-5.3960041001695824, 3.6896193162679527)	1.0	z	0.398535
21	O	C	P	P	D	8	6	shapes	C	1	False	24	(-7.3942916936403629, -0.65589109953572589)	(2.1048523689114269, 3.3881271957318866)	(-0.30449987446773363, -3.1947102580364684)	(8.7405813767864053, 2.9760185500198979)	1.0	slash	2.81416
22	O	D	D	O	D	8	0	shapes	O	1	False	24	(1.6219935907272998, 0.25695228805398962)	(-4.3721277478201745, -2.2111706496759034)	(6.6732820293558124, -4.7171516587661628)	(-7.0363722513595359, 7.6427117011268741)	1.0	slash	1.28782
23	P	C	D	P	D	8	2	shapes	D	1	True	24	(4.4253780792930559, -3.3984280934001472)	(-7.8696873570645645, -5.623466512260145)	(6.7700455799904908, 5.1505102083499139)	(2.260317475193343, 4.4144432240851827)	1.0	z	0.811327
24	O	D	C	P	P	8	3	shapes	P	1	True	24	(7.2341318582977134, -1.9530714959534805)	(-7.0298166032900369, 7.6917562291890604)	(3.5492799261859478, 2.3306779431719935)	(-5.2459375882063837, -2.1175824813708148)	1.0	z	0.597097
25	P	C	C	D	D	8	3	shapes	D	1	True	24	(8.5377240199324298, 8.2279667338873423)	(2.2351814671455941, -0.5134174210529352)	(-7.5356489539831131, -8.6615420677927268)	(-8.5265282563588674, 0.085940553871182601)	1.0	z	0.674643
26	P	D	P	P	O	4	2	shapes	P	1	False	24	(-3.2838012510782004, 7.190777356054836)	(4.9651860437431754, 8.0054162016056374)	(4.7439364339129337, -0.39891879650625661)	(-2.7600299970753044, -2.4470334628447539)	1.0	z	0.702391
27	O	C	O	O	O	8	5	shapes	P	1	False	24	(-1.7901054600727058, 5.9649117769084761)	(-8.2338677272259773, 8.2477315882821074)	(4.9384932367005732, -6.2030250337590376)	(-6.0666204231264826, -0.26163342086168306)	1.0	z	0.629958
28	P	C	P	D	C	4	1	shapes	C	1	True	24	(-7.4054840565897049, -4.9781498945203726)	(7.4096816696912988, -1.5683793634081686)	(-0.24928243483416068, 1.7878637668790027)	(2.1212480975570998, 6.991127807541563)	1.0	z	0.681794
29	O	D	C	P	C	4	1	shapes	D	1	False	24	(0.28712721644904349, 7.3702041607986253)	(-3.7236319469508388, 3.9258521295156648)	(-6.10363851254648, -3.694224757490348)	(7.6665952369955299, -0.066249217026918217)	1.0	z	0.627332
30	O	D	D	D	D	8	7	shapes	P	1	False	24	(2.4159673704133287, -7.4332791382337087)	(3.0119609067389703, -2.3386383513230973)	(-1.5814458272978698, 7.8685273179580442)	(7.7367051845769161, 1.4535159174153431)	1.0	z	1.29697
31	P	C	C	P	C	8	7	shapes	D	1	False	24	(5.5387875600062042, 8.7407414366379719)	(-8.1946197732242698, 7.3067227503075642)	(-1.6504543228443316, -7.0022572844458253)	(5.4123827387532426, -1.9527296297710759)	1.0	z	0.962527
32	P	D	P	O	P	4	0	shapes	P	1	True	24	(-8.2798004250686912, -8.1318417871106004)	(4.7510292947841695, 5.1858780301646163)	(-4.7574160298263291, 7.4483713324767571)	(0.60745568099390113, -6.3685003630528634)	1.0	z	0.644148
1	Q	F	Q	Q	Q	4	0	shapes	Q	2	True	24	(5.4388654908282561, -8.383294056722816)	(-5.0008008204888519, 2.5771928862553271)	(8.0097838162049122, 5.9569925495853049)	(-8.5285856245221705, -5.768512677429376)	1.0	z	0.675899
2	R	E	F	E	Q	4	0	shapes	R	2	False	24	(3.9416601037389896, -0.87414995435320453)	(-3.3173444068235209, 0.46295200725330332)	(8.4712292479980569, 3.9157358472152914)	(-7.8775473339742934, -6.0911591808312977)	1.0	z	1.56164
3	Q	F	Q	R	F	8	1	shapes	F	2	True	24	(5.8432891161353488, -0.69379345535842241)	(5.5658570921814334, 5.0647901033202096)	(-1.8160932921187882, 1.5423115992088121)	(-3.8075010236894347, 8.0737371304121304)	1.0	z	0.694819
4	R	E	F	R	F	8	1	shapes	E	2	False	24	(6.428158224968616, 1.8575879103588164)	(4.1846438221279563, 7.3065967265518701)	(-0.18693443295730106, -2.9860589283816719)	(4.1372119510470409, -6.6442234639818194)	1.0	slash	1.1287
5	Q	E	F	R	Q	4	0	shapes	Q	2	True	24	(7.8034187330617897, -4.1430584497276772)	(-8.6464403903785012, -4.206909500528047)	(-1.8903140432508518, 3.3284578286278155)	(8.2907184834727303, 4.9991199684881202)	1.0	z	0.912489
6	Q	F	Q	E	Q	8	2	shapes	Q	2	True	24	(-2.3682335813618103, 3.6997212841819422)	(5.9775420718822243, 6.1000179095797371)	(1.7230138138559585, -0.78094000248870987)	(5.8308514110280818, -4.8032896609037499)	1.0	slash	1.54391
7	Q	E	F	R	F	8	5	shapes	Q	2	False	24	(-8.4052632982839466, -2.3071091851427648)	(0.086065437384444721, 5.5447237165633556)	(-1.8108114547087002, -7.8100602652864577)	(-4.4794065668019538, 3.0386775391247749)	1.0	slash	0.935651
8	Q	F	F	E	Q	4	0	shapes	Q	2	True	24	(1.1593119025615835, 7.6564139979212698)	(-2.3494205917758801, 3.771481205693247)	(-7.0425920382318052, -7.3388628908520737)	(8.4281296427917134, -2.253542584634701)	1.0	z	2.22319
9	R	E	F	Q	Q	8	3	shapes	Q	2	True	24	(0.60543245978118065, 2.1952364139143103)	(-7.7317171651013084, -3.7977564144291316)	(1.041585963494688, -7.9759101059877615)	(-3.9649439285834793, 0.37399389122565907)	1.0	z	1.50281
10	R	E	E	F	R	8	0	shapes	R	2	True	24	(-0.91412149287545041, -1.2545681204313786)	(3.5086306739711457, -2.1103885716823942)	(-4.1542251179912046, 2.8092473586698912)	(-7.8952232861834171, -4.295011969556648)	1.0	slash	0.774564
11	Q	E	Q	E	E	4	3	shapes	E	2	True	24	(5.6783075314536475, -5.5672407604954746)	(-2.8868999571883638, -3.7043408191009704)	(-7.730804183482622, 2.6925651324932645)	(1.5936653185025165, 3.1480155590006422)	1.0	z	0.686026
12	R	F	F	F	R	8	6	shapes	E	2	False	24	(-0.60725987350820709, -6.7736947605314342)	(3.2906717043320448, -5.4127675152140853)	(-5.0607546087037747, 1.2233321305468099)	(7.2567447732629269, 2.9427686401460313)	1.0	z	0.633885
13	Q	E	E	Q	E	8	1	shapes	E	2	True	24	(1.6264973363265831, -0.35897844621677599)	(4.3423478513558855, -7.9757759626064537)	(-0.8056828244317682, -6.2027425925449773)	(5.6382177912875111, 1.7835357064134776)	1.0	z	0.751399
14	R	E	R	F	E	8	1	shapes	E	2	True	24	(2.6664958456872387, -3.5048933427805808)	(-1.7214163930559483, 4.3232350891153555)	(5.1571980808567481, 2.721717348247898)	(-3.1677033777063484, -4.5812190472683749)	1.0	slash	0.48724
15	Q	F	Q	Q	E	4	2	shapes	Q	2	False	24	(0.1725357575252815, -7.609583723143464)	(-5.1914159011999494, 3.1795682616339409)	(-0.38900874001619457, -1.2114403982303363)	(6.0669707145133742, 1.81149785021627)	1.0	slash	1.51282
16	R	E	Q	Q	Q	8	5	shapes	F	2	False	24	(-8.7205304687655492, 6.7346923116523243)	(7.3480529443825304, 6.2051906843606446)	(-6.6318683322121599, -5.3979416173532959)	(1.286344426036111, 7.9626980492851303)	1.0	slash	0.862423
17	R	F	E	R	E	8	7	shapes	F	2	False	24	(7.9853712499958895, -7.560194869754552)	(5.2823316028498919, -3.8821806513756627)	(-0.014482956751859177, -7.6425548051620478)	(-6.8261034240155034, -2.5229564483811062)	1.0	slash	1.05593
18	Q	F	E	E	E	8	4	shapes	Q	2	False	24	(4.0152457808245288, -0.66983655773853457)	(8.6689433154385966, 2.0702045648704157)	(-4.4459968719641028, -3.1646436445354063)	(-2.0278154208444104, 3.2814483012569191)	1.0	z	1.39371
19	Q	F	R	E	F	4	1	shapes	F	2	True	24	(-5.6072268040099758, -4.9862895520270643)	(8.3924409146500629, -6.8693027705263985)	(5.0211489311524229, 5.4182605663253689)	(-2.5175946545837382, 1.3080050960209277)	1.0	z	0.597225
20	Q	F	F	F	R	4	3	shapes	F	2	False	24	(3.9602969496843077, -3.5705082628077189)	(-2.6320435767243611, 1.6481512544873045)	(1.7393360568181837, 5.2894301330754772)	(-3.9909743629196894, -7.5312172447952541)	1.0	slash	0.657037
21	R	E	F	F	Q	4	2	shapes	F	2	False	24	(-6.2375095603623985, -3.1039790726003611)	(7.5366853129037708, 1.8871960315864271)	(-5.5483165944523432, 6.3312369120718071)	(4.4501233270893419, -7.5002274559439961)	1.0	slash	1.14467
22	R	E	E	E	F	8	5	shapes	F	2	True	24	(-1.2569785024795808, -2.7924285497274344)	(7.9798398000213879, 2.2110680237215963)	(-6.0684293247924606, -2.8093553923607955)	(5.4388784077174464, 7.7369477398692581)	1.0	z	1.37813
23	Q	E	R	R	Q	4	2	shapes	R	2	False	24	(8.5449523587705087, 2.5383707651991472)	(-0.18186889539068574, -0.81498425110384076)	(-8.4136310166301147, 4.6795879532547264)	(1.5503502742434172, -7.0610716241629143)	1.0	z	0.655958
24	Q	F	E	F	E	4	3	shapes	F	2	False	24	(-4.7873287625089755, -1.711776186418323)	(1.4911287569782044, -1.1988165088366554)	(4.9273998677745112, 2.9972237334191814)	(-4.9031635247952359, 5.5570495053764137)	1.0	slash	0.719478
25	Q	E	E	Q	E	8	3	shapes	Q	2	False	24	(-7.670977894102526, -5.4454431352390547)	(8.2407879680083624, -3.6135174581761316)	(-2.6314500200787725, -2.3314581198270297)	(1.0657927609251789, 0.21685968991666904)	1.0	slash	0.597212
26	Q	E	F	E	Q	4	3	shapes	E	2	False	24	(5.8659205715873561, 1.5595350824225349)	(7.3905422414067488, -5.4511562033020269)	(-5.1946545180466455, 7.6456408026151621)	(-8.4855870280194683, -1.3060261593755964)	1.0	slash	1.0408
27	Q	E	F	Q	E	4	3	shapes	Q	2	False	24	(6.4537501206192882, 4.804324884568274)	(-1.4542696180731118, 5.3867548535092169)	(1.1117053194247344, -3.1166724748816446)	(-1.2018434998781382, -7.344648483520146)	1.0	slash	0.978676
28	Q	F	F	E	F	4	2	shapes	F	2	True	24	(-1.8684312905580294, -1.3696474175599853)	(1.5218063505598689, 3.8684156174021584)	(-1.7226390527773816, 6.5717010926647763)	(3.3405884350952864, -3.5996789124571507)	1.0	z	0.975963
29	Q	E	R	R	E	8	6	shapes	Q	2	False	24	(0.3953131671389869, 2.6904388550078551)	(5.7409301114348938, -5.6502810026895567)	(-0.49878062847816551, -2.5901745388099791)	(-4.1400817329461885, -6.9203560020448238)	1.0	slash	0.657975
30	Q	E	E	E	E	4	3	shapes	E	2	True	24	(-4.2424826155104292, -7.8890615838951668)	(1.1020489192263003, -5.2559329241749975)	(1.9837570810278873, 7.5225934018198863)	(-0.43128459489454762, 2.6702478431986556)	1.0	z	1.94553
31	Q	F	E	R	R	4	3	shapes	R	2	True	24	(2.2297157507629279, -6.0856941005793743)	(2.5869093818701696, 5.3421607352020075)	(-3.6322120534497602, 5.1429492723559527)	(-5.9037087514124629, -1.4704706239954435)	1.0	z	1.48691
32	Q	E	Q	F	Q	8	0	shapes	Q	2	True	24	(2.1946111587364712, -4.4193538479169767)	(8.0327823463604879, 7.9080150759422807)	(-3.9438903172110056, 5.5816351621601843)	(6.1218721883848186, -6.9028724786972093)	1.0	slash	1.45047
1	N	A	N	N	N	8	2	shapes	N	3	True	24	(6.2930209333662859, -0.77715686026798991)	(-3.5029723043469767, 4.8576622220076615)	(-3.1201216325524737, -7.2248173559811821)	(3.6017883660092558, -8.5015727855503638)	1.0	slash	1.04625
2	N	B	M	N	B	4	1	shapes	B	3	True	24	(-8.2891350507214767, -4.7802393032436612)	(2.5833789556952773, -7.7313641082834863)	(5.681945547540403, 6.281301612589262)	(-5.6254401791230775, 1.9254371547674172)	1.0	z	0.567907
3	N	B	A	A	B	4	1	shapes	B	3	True	24	(-7.5636668832728748, 4.2634637116297132)	(-0.30818443174244159, -0.78249753012997303)	(3.0765239514770997, -6.4038315913339705)	(5.1785346033512631, 7.1660388852531796)	1.0	z	1.00751
4	M	A	N	M	M	4	1	shapes	A	3	False	24	(-7.9437396116972838, 5.7022177108990544)	(7.7738965077314859, 6.016809165504716)	(-8.7390812342299551, -7.7549126101955075)	(8.3921699613974035, -0.97506880981906896)	1.0	slash	0.761203
5	M	A	B	N	M	4	0	shapes	M	3	True	24	(-8.2056174706997158, -7.6516996044600951)	(-6.8844148789021613, 0.32592048265305351)	(5.5187299289229053, 1.5018954624509959)	(0.34886407311333301, -2.4254266029061604)	1.0	slash	1.3708
6	M	B	B	M	N	8	6	shapes	B	3	False	24	(-0.18545493147514236, 3.7548641556670184)	(-4.8845344336505221, 5.4786504043205735)	(3.6037261729241283, 8.2001238579876308)	(-2.5149076715578751, -6.6717294279358059)	1.0	slash	0.972452
